"Key","Title","Description","Municipality","DetailRegionCode"
"WK194509  ","Millingen aan de Rijn",,"GM1945","WK194509"
"BU19450900","Millingen aan de Rijn-Oost",,"GM1945","BU19450900"
"BU19450901","Millingen aan de Rijn-West",,"GM1945","BU19450901"
"BU19450902","Bedrijventerrein Molenveld",,"GM1945","BU19450902"
"BU19450903","Buitengebied Zuid",,"GM1945","BU19450903"
"BU19450904","Buitengebied Millingerwaard",,"GM1945","BU19450904"
"WK194510  ","Ooij",,"GM1945","WK194510"
"BU19451000","Ooij",,"GM1945","BU19451000"
"BU19451001","Bedrijventerrein De Bouwkamp",,"GM1945","BU19451001"
"BU19451002","Buitengebied Ooij",,"GM1945","BU19451002"
"WK194511  ","Persingen",,"GM1945","WK194511"
"BU19451100","Persingen",,"GM1945","BU19451100"
"WK194512  ","Ubbergen",,"GM1945","WK194512"
"BU19451200","Ubbergen",,"GM1945","BU19451200"
"GM1724    ","Bergeijk",,"GM1724","GM1724"
"WK172400  ","Wijk 00 Bergeijk",,"GM1724","WK172400"
"BU17240000","Bergeyk-Hof",,"GM1724","BU17240000"
"BU17240001","Bergeyk-Loo",,"GM1724","BU17240001"
"BU17240002","Industrieterrein Bergeyk",,"GM1724","BU17240002"
"BU17240008","Verspreide huizen Bergeyk-Hof",,"GM1724","BU17240008"
"BU17240009","Verspreide huizen Bergeyk-Loo",,"GM1724","BU17240009"
"WK172401  ","Wijk 01 Weebosch",,"GM1724","WK172401"
"BU17240100","Weebosch",,"GM1724","BU17240100"
"BU17240109","Verspreide huizen Weebosch",,"GM1724","BU17240109"
"WK172402  ","Wijk 02 Luyksgestel",,"GM1724","WK172402"
"BU17240200","Luyksgestel",,"GM1724","BU17240200"
"BU17240201","Rijt",,"GM1724","BU17240201"
"BU17240209","Verspreide huizen",,"GM1724","BU17240209"
"WK172403  ","Wijk 03 Riethoven",,"GM1724","WK172403"
"BU17240300","Riethoven",,"GM1724","BU17240300"
"BU17240301","Walik en De Hobbel",,"GM1724","BU17240301"
"BU17240309","Verspreide huizen Riethoven",,"GM1724","BU17240309"
"WK172404  ","Wijk 04 Westerhoven",,"GM1724","WK172404"
"BU17240400","Westerhoven",,"GM1724","BU17240400"
"BU17240401","Loveren en Braambosch",,"GM1724","BU17240401"
"BU17240409","Verspreide huizen Westerhoven",,"GM1724","BU17240409"
"GM0893    ","Bergen (L.)",,"GM0893","GM0893"
"WK089301  ","Aijen",,"GM0893","WK089301"
"BU08930110","Aijen Kern",,"GM0893","BU08930110"
"BU08930111","Aijen Buitengebied",,"GM0893","BU08930111"
"WK089302  ","Oud-Bergen",,"GM0893","WK089302"
"BU08930220","Oud-Bergen Kern",,"GM0893","BU08930220"
"BU08930221","Oud-Bergen Buitengebied",,"GM0893","BU08930221"
"WK089303  ","Nieuw-Bergen",,"GM0893","WK089303"
"BU08930330","Nieuw-Bergen Kern",,"GM0893","BU08930330"
"BU08930331","Nieuw-Bergen Buitengebied",,"GM0893","BU08930331"
"BU08930332","Nieuw-Bergen De Flammert",,"GM0893","BU08930332"
"WK089304  ","Afferden",,"GM0893","WK089304"
"BU08930440","Afferden Kern",,"GM0893","BU08930440"
"BU08930441","Afferden Buitengebied",,"GM0893","BU08930441"
"WK089305  ","Siebengewald",,"GM0893","WK089305"
"BU08930550","Siebengewald Kern",,"GM0893","BU08930550"
"BU08930551","Siebengewald Buitengebied",,"GM0893","BU08930551"
"WK089306  ","Well",,"GM0893","WK089306"
"BU08930660","Well-Oost",,"GM0893","BU08930660"
"BU08930661","Well-West",,"GM0893","BU08930661"
"BU08930662","Well Buitengebied",,"GM0893","BU08930662"
"WK089307  ","Wellerlooi",,"GM0893","WK089307"
"BU08930770","Wellerlooi Kern",,"GM0893","BU08930770"
"BU08930771","Wellerlooi Buitengebied",,"GM0893","BU08930771"
"GM0373    ","Bergen (NH.)",,"GM0373","GM0373"
"WK037301  ","Wijk 01 Bergen Binnen",,"GM0373","WK037301"
"BU03730101","Bergen-Centrum",,"GM0373","BU03730101"
"BU03730102","Van Reenen",,"GM0373","BU03730102"
"BU03730103","Boschrand",,"GM0373","BU03730103"
"BU03730104","Negen-Nessen",,"GM0373","BU03730104"
"BU03730105","Landweg",,"GM0373","BU03730105"
"BU03730106","Oudtburgh",,"GM0373","BU03730106"
"BU03730107","De Rekere",,"GM0373","BU03730107"
"BU03730108","Elkshove",,"GM0373","BU03730108"
"BU03730109","Saenegheest",,"GM0373","BU03730109"
"BU03730110","Tuin-en Oostdorp",,"GM0373","BU03730110"
"BU03730111","Boendermaker",,"GM0373","BU03730111"
"BU03730112","Kruidenbuurt",,"GM0373","BU03730112"
"BU03730113","Conincx",,"GM0373","BU03730113"
"BU03730114","Beekhove",,"GM0373","BU03730114"
"BU03730115","Oldehove",,"GM0373","BU03730115"
"BU03730116","Geest",,"GM0373","BU03730116"
"BU03730117","Westdorp",,"GM0373","BU03730117"
"WK037302  ","Wijk 02 Bergen aan Zee",,"GM0373","WK037302"
"BU03730200","Bergen aan Zee",,"GM0373","BU03730200"
"WK037303  ","Wijk 03 Buitengebied Bergen",,"GM0373","WK037303"
"BU03730300","Buitengebied Bergen",,"GM0373","BU03730300"
"WK037304  ","Wijk 04 Egmond aan Zee",,"GM0373","WK037304"
"BU03730400","Egmond aan Zee",,"GM0373","BU03730400"
"BU03730401","Prins Hendrik Stichting",,"GM0373","BU03730401"
"BU03730402","Zuid I en II",,"GM0373","BU03730402"
"BU03730403","Sportlaan",,"GM0373","BU03730403"
"WK037305  ","Wijk 05 Egmond-Binnen",,"GM0373","WK037305"
"BU03730500","Egmond-Binnen",,"GM0373","BU03730500"
"BU03730501","Rinnegom",,"GM0373","BU03730501"
"WK037306  ","Wijk 06 Egmond aan den Hoef",,"GM0373","WK037306"
"BU03730600","Egmond aan den Hoef",,"GM0373","BU03730600"
"BU03730601","Slotplan",,"GM0373","BU03730601"
"BU03730602","Wimmenum",,"GM0373","BU03730602"
"BU03730609","Verspreide huizen Egmondermeer",,"GM0373","BU03730609"
"WK037307  ","Wijk 07 Schoorl",,"GM0373","WK037307"
"BU03730700","Schoorl met Bregtdorp",,"GM0373","BU03730700"
"BU03730701","Schoorldam (gedeeltelijk)",,"GM0373","BU03730701"
"BU03730702","Aagtdorp",,"GM0373","BU03730702"
"BU03730703","Catrijp",,"GM0373","BU03730703"
"BU03730704","Groet met Hargen",,"GM0373","BU03730704"
"BU03730705","Camperduin",,"GM0373","BU03730705"
"BU03730709","Verspreide huizen in de polders",,"GM0373","BU03730709"
"GM0748    ","Bergen op Zoom",,"GM0748","GM0748"
"WK074800  ","Wijk 00 Bergen op Zoom-Oude stad e.o.","Wijk 00 Bergen op Zoom-Oude stad en omgeving","GM0748","WK074800"
"BU07480000","Centrum",,"GM0748","BU07480000"
"BU07480001","Havenkwartier",,"GM0748","BU07480001"
"BU07480002","Vestinggronden-Noord",,"GM0748","BU07480002"
"BU07480003","Vestinggronden-Zuid",,"GM0748","BU07480003"
"BU07480004","Het Fort",,"GM0748","BU07480004"
"BU07480005","Zeekant",,"GM0748","BU07480005"
"BU07480006","Het Glacis",,"GM0748","BU07480006"
"WK074801  ","Wijk 01 Bergen op Zoom-Noord",,"GM0748","WK074801"
"BU07480100","Meilust Zuid",,"GM0748","BU07480100"
"BU07480101","Meilust Noord",,"GM0748","BU07480101"
"BU07480102","Tuinwijk",,"GM0748","BU07480102"
"BU07480103","Noordgeest",,"GM0748","BU07480103"
"WK074802  ","Wijk 02 Bergen op Zoom-Oost",,"GM0748","WK074802"
"BU07480200","Gageldonk-West",,"GM0748","BU07480200"
"BU07480201","Warande-West",,"GM0748","BU07480201"
"BU07480202","Gageldonk-Oost",,"GM0748","BU07480202"
"BU07480203","Warande-Oost",,"GM0748","BU07480203"
"BU07480204","Nieuw Borgvliet",,"GM0748","BU07480204"
"BU07480205","Langeweg",,"GM0748","BU07480205"
"BU07480206","Lage Meren",,"GM0748","BU07480206"
"BU07480208","Verspreide huizen Heimolen",,"GM0748","BU07480208"
"BU07480209","Buitengebied-Oost",,"GM0748","BU07480209"
"WK074803  ","Wijk 03 Bergen op Zoom-West",,"GM0748","WK074803"
"BU07480300","Bergse Plaat",,"GM0748","BU07480300"
"BU07480301","De Markiezaten",,"GM0748","BU07480301"
"BU07480302","Schelde Vesting",,"GM0748","BU07480302"
"BU07480306","Waterfront-Industriegebied",,"GM0748","BU07480306"
"BU07480308","Augustapolder",,"GM0748","BU07480308"
"BU07480309","Buitengebied-West",,"GM0748","BU07480309"
"WK074804  ","Wijk 04 Halsteren",,"GM0748","WK074804"
"BU07480400","Halsteren-Centrum",,"GM0748","BU07480400"
"BU07480401","De Beek",,"GM0748","BU07480401"
"BU07480402","Nieuwe Molen",,"GM0748","BU07480402"
"BU07480403","Jankenberg",,"GM0748","BU07480403"
"BU07480404","Rode Schouw",,"GM0748","BU07480404"
"BU07480405","De Schans en Oude Molen",,"GM0748","BU07480405"
"BU07480408","Verspreide huizen Vrederust",,"GM0748","BU07480408"
"BU07480409","Verspreide huizen Halsterse Polders",,"GM0748","BU07480409"
"WK074805  ","Wijk 05 Lepelstraat",,"GM0748","WK074805"
"BU07480500","Lepelstraat",,"GM0748","BU07480500"
"BU07480507","Verspreide huizen Kladde",,"GM0748","BU07480507"
"BU07480508","Verspreide huizen Klutsdorp",,"GM0748","BU07480508"
"BU07480509","Verspreide huizen Oud Glymespolder",,"GM0748","BU07480509"
"GM1859    ","Berkelland",,"GM1859","GM1859"
"WK185900  ","Wijk 00 Borculo",,"GM1859","WK185900"
"BU18590000","Borculo Oude-Centrum",,"GM1859","BU18590000"
"BU18590001","Borculo overige komgebieden",,"GM1859","BU18590001"
"BU18590002","Uitbreidingsplan Hambroek",,"GM1859","BU18590002"
"BU18590003","Geesteren",,"GM1859","BU18590003"
"BU18590004","Gelselaar",,"GM1859","BU18590004"
"BU18590005","Haarlo",,"GM1859","BU18590005"
"BU18590006","Verspreide huizen Gelselaar",,"GM1859","BU18590006"
"BU18590007","Verspreide huizen Geesteren",,"GM1859","BU18590007"
"BU18590008","Verspreide huizen Borculo",,"GM1859","BU18590008"
"BU18590009","Verspreide huizen Haarlo",,"GM1859","BU18590009"
"WK185901  ","Wijk 01 Eibergen",,"GM1859","WK185901"
"BU18590100","Eibergen-Centrum en -Oost",,"GM1859","BU18590100"
"BU18590101","Eibergen-West",,"GM1859","BU18590101"
"BU18590102","Rekken",,"GM1859","BU18590102"
"BU18590103","Stichting Rekken",,"GM1859","BU18590103"
"BU18590104","Verspreide huizen Hupsel-West",,"GM1859","BU18590104"
"BU18590105","Verspreide huizen Hupsel-Oost",,"GM1859","BU18590105"
"BU18590106","Verspreide huizen Holterhoek",,"GM1859","BU18590106"
"BU18590107","Verspreide huizen Mallem en Loo",,"GM1859","BU18590107"
"BU18590108","Verspreide huizen Olden en Eibergen",,"GM1859","BU18590108"
"BU18590109","Verspreide huizen Rekken",,"GM1859","BU18590109"
"WK185902  ","Wijk 02 Beltrum",,"GM1859","WK185902"
"BU18590200","Beltrum",,"GM1859","BU18590200"
"BU18590206","Verspreide huizen Voor-Beltrum",,"GM1859","BU18590206"
"BU18590207","Verspr.h. Beltrum Lintvelde en Avest","Verspreide huizen Beltrum Lintvelde en Avest","GM1859","BU18590207"
"BU18590209","Verspreide huizen Beltrumsche Veld",,"GM1859","BU18590209"
"WK185903  ","Wijk 03 Neede",,"GM1859","WK185903"
"BU18590300","Neede",,"GM1859","BU18590300"
"BU18590301","Noordijk",,"GM1859","BU18590301"
"BU18590302","Rietmolen",,"GM1859","BU18590302"
"BU18590307","Verspreide huizen Rietmolen en Broeke",,"GM1859","BU18590307"
"BU18590308","Verspreide huizen Noordijk",,"GM1859","BU18590308"
"BU18590309","Verspreide huizen Neede",,"GM1859","BU18590309"
"WK185904  ","Wijk 04 Ruurlo",,"GM1859","WK185904"
"BU18590400","Ruurlo",,"GM1859","BU18590400"
"BU18590405","Verspreide huizen Ruurlo",,"GM1859","BU18590405"
"BU18590406","Verspreide huizen Veldhoek",,"GM1859","BU18590406"
"BU18590407","Verspreide huizen Heurne",,"GM1859","BU18590407"
"BU18590408","Verspreide huizen Zuidelijk Broek",,"GM1859","BU18590408"
"BU18590410","Verspreide huizen Ruurlosche Broek",,"GM1859","BU18590410"
"GM1721    ","Bernheze",,"GM1721","GM1721"
"WK172101  ","Kern Heesch",,"GM1721","WK172101"
"BU17210101","'t Dorp",,"GM1721","BU17210101"
"BU17210102","Oranjebuurt",,"GM1721","BU17210102"
"BU17210103","'t Vijfeiken",,"GM1721","BU17210103"
"BU17210104","Schoonstraat",,"GM1721","BU17210104"
"BU17210105","Kennedystraat",,"GM1721","BU17210105"
"BU17210106","Den Berg",,"GM1721","BU17210106"
"BU17210107","Heelwijk",,"GM1721","BU17210107"
"BU17210108","Componistenbuurt",,"GM1721","BU17210108"
"BU17210109","Monseigneur van Den Hurklaan",,"GM1721","BU17210109"
"BU17210110","Buitenpas - Noordrand",,"GM1721","BU17210110"
"BU17210111","De Velft",,"GM1721","BU17210111"
"BU17210112","Bekerbuurt",,"GM1721","BU17210112"
"BU17210113","Wagnerplein",,"GM1721","BU17210113"
"BU17210114","Het Rul",,"GM1721","BU17210114"
"BU17210115","De Zeis",,"GM1721","BU17210115"
"BU17210116","Graanbuurt",,"GM1721","BU17210116"
"BU17210117","De Hoef 1",,"GM1721","BU17210117"
"BU17210118","De Hoef 2",,"GM1721","BU17210118"
"BU17210119","Broekhoek - Middelste Groes",,"GM1721","BU17210119"
"BU17210120","De Beemd",,"GM1721","BU17210120"
"WK172102  ","Kern Heeswijk-Dinther",,"GM1721","WK172102"
"BU17210201","St. Servatius - Schoonstr - Den Dolvert",,"GM1721","BU17210201"
"BU17210202","Hoofdstraat",,"GM1721","BU17210202"
"BU17210203","Heilige Stok - Kerkstraat",,"GM1721","BU17210203"
"BU17210204","De abdij",,"GM1721","BU17210204"
"BU17210205","Graaf Wernerstraat",,"GM1721","BU17210205"
"BU17210206","Oranjewijk",,"GM1721","BU17210206"
"BU17210207","Balledonk",,"GM1721","BU17210207"
"BU17210208","Hopveld - Muggenhoek",,"GM1721","BU17210208"
"BU17210209","Eikenhoek",,"GM1721","BU17210209"
"BU17210210","Heilaren",,"GM1721","BU17210210"
"BU17210211","Rodenburg",,"GM1721","BU17210211"
"WK172103  ","Kern Nistelrode",,"GM1721","WK172103"
"BU17210301","Laar",,"GM1721","BU17210301"
"BU17210302","De Hoef",,"GM1721","BU17210302"
"BU17210303","Kerkveld",,"GM1721","BU17210303"
"BU17210304","Donzel",,"GM1721","BU17210304"
"BU17210305","Maxend",,"GM1721","BU17210305"
"BU17210306","Weijen West",,"GM1721","BU17210306"
"BU17210307","Hoge Akkers",,"GM1721","BU17210307"
"BU17210308","Van 't Rijk",,"GM1721","BU17210308"
"BU17210309","Kleinwijk",,"GM1721","BU17210309"
"BU17210310","Zwarte Molen",,"GM1721","BU17210310"
"WK172104  ","Buitengebied Heesch",,"GM1721","WK172104"
"BU17210401","De Bleeken - 't Grolder",,"GM1721","BU17210401"
"BU17210402","Zoggel - Berkt",,"GM1721","BU17210402"
"BU17210403","Hooge Wijst - De Vorssel",,"GM1721","BU17210403"
"WK172105  ","Buitengebied Heeswijk-Dinther",,"GM1721","WK172105"
"BU17210501","Beugt",,"GM1721","BU17210501"
"BU17210502","Fokkershoek",,"GM1721","BU17210502"
"BU17210503","Heeswijkse Bosschen",,"GM1721","BU17210503"
"BU17210504","Hazelberg",,"GM1721","BU17210504"
"BU17210505","Heische Wal - DintherseHoek",,"GM1721","BU17210505"
"BU17210506","Loosbroek",,"GM1721","BU17210506"
"WK172106  ","Buitengebied Nistelrode",,"GM1721","WK172106"
"BU17210601","Groote Heide",,"GM1721","BU17210601"
"BU17210602","Vorstenbosch",,"GM1721","BU17210602"
"BU17210603","Menzel",,"GM1721","BU17210603"
"GM0753    ","Best",,"GM0753","GM0753"
"WK075300  ","Wijk 00 Best",,"GM0753","WK075300"
"BU07530001","Centrum",,"GM0753","BU07530001"
"BU07530002","Hoge Akker",,"GM0753","BU07530002"
"BU07530003","Speelheide",,"GM0753","BU07530003"
"BU07530004","De Leeuwerik",,"GM0753","BU07530004"
"BU07530005","Villawijk",,"GM0753","BU07530005"
"BU07530006","Batadorp",,"GM0753","BU07530006"
"BU07530007","Salderes",,"GM0753","BU07530007"
"BU07530008","Wilhelminadorp",,"GM0753","BU07530008"
"BU07530009","Naastenbest",,"GM0753","BU07530009"
"BU07530010","'t Zand",,"GM0753","BU07530010"
"BU07530011","Breeven",,"GM0753","BU07530011"
"BU07530012","Heide",,"GM0753","BU07530012"
"BU07530013","Heuveleind",,"GM0753","BU07530013"
"BU07530014","Heivelden",,"GM0753","BU07530014"
"BU07530015","Buitengebied",,"GM0753","BU07530015"
"BU07530016","Dijkstraten",,"GM0753","BU07530016"
"BU07530017","Kantonnier",,"GM0753","BU07530017"
"GM0209    ","Beuningen",,"GM0209","GM0209"
"WK020901  ","Beuningen",,"GM0209","WK020901"
"BU02090100","Beuningen-Buitengebied Noord",,"GM0209","BU02090100"
"BU02090101","Beuningen-Buitengebied Zuid",,"GM0209","BU02090101"
"BU02090110","Beuningen-Beuningse Plas Plas",,"GM0209","BU02090110"
"BU02090111","Beuningen-Centrum",,"GM0209","BU02090111"
"BU02090112","Beuningen-Centrum Oost",,"GM0209","BU02090112"
"BU02090113","Beuningen-De Haaghe",,"GM0209","BU02090113"
"BU02090114","Beuningen-De Notenhof",,"GM0209","BU02090114"
"BU02090121","Beuningen-Duivenkamp",,"GM0209","BU02090121"
"BU02090122","Beuningen-De Linde",,"GM0209","BU02090122"
"BU02090123","Beuningen-Hoeve-1",,"GM0209","BU02090123"
"BU02090124","Beuningen-Hoeve-2",,"GM0209","BU02090124"
"BU02090125","Beuningen-Hoeve-3",,"GM0209","BU02090125"
"BU02090126","Beuningen-De Hutgraaf",,"GM0209","BU02090126"
"BU02090131","Beuningen-Schoenaker",,"GM0209","BU02090131"
"BU02090141","Beuningen-Aalsterveld",,"GM0209","BU02090141"
"BU02090142","Beuningen-Olden Tempel",,"GM0209","BU02090142"
"BU02090143","Beuningen-Blanckenburgh",,"GM0209","BU02090143"
"BU02090144","Beuningen-Viermorgen",,"GM0209","BU02090144"
"BU02090145","Beuningen-Tinnegieter",,"GM0209","BU02090145"
"BU02090146","Beuningen-Den Balmerd",,"GM0209","BU02090146"
"BU02090147","Beuningen-Sportpark De Ooigraaf",,"GM0209","BU02090147"
"BU02090151","Beuningen-Heuve-1",,"GM0209","BU02090151"
"BU02090152","Beuningen-Heuve-2",,"GM0209","BU02090152"
"BU02090153","Beuningen-Heuve-3",,"GM0209","BU02090153"
"BU02090154","Beuningen-Heuve-4",,"GM0209","BU02090154"
"BU02090161","Beuningen-Beuningse Plas",,"GM0209","BU02090161"
"WK020902  ","Ewijk",,"GM0209","WK020902"
"BU02090202","Ewijk-Buitengebied Noord-1",,"GM0209","BU02090202"
"BU02090203","Ewijk-Buitengebied Zuid-1",,"GM0209","BU02090203"
"BU02090204","Ewijk-Buitengebied Zuid-2",,"GM0209","BU02090204"
"BU02090271","Ewijk-Centrum",,"GM0209","BU02090271"
"BU02090272","Ewijk-Vording-2",,"GM0209","BU02090272"
"BU02090273","Ewijk-Vording-3",,"GM0209","BU02090273"
"BU02090274","Ewijk-Veluwstraat",,"GM0209","BU02090274"
"BU02090275","Ewijk-Keizershoeve",,"GM0209","BU02090275"
"BU02090276","Ewijk-Den Elt",,"GM0209","BU02090276"
"WK020903  ","Weurt",,"GM0209","WK020903"
"BU02090305","Weurt-Buitengebied Noord",,"GM0209","BU02090305"
"BU02090306","Weurt-Buitengebied Zuid",,"GM0209","BU02090306"
"BU02090381","Weurt-Noord",,"GM0209","BU02090381"
"BU02090382","Weurt-Zuid",,"GM0209","BU02090382"
"BU02090383","Weurt-De Sluis",,"GM0209","BU02090383"
"WK020904  ","Winssen",,"GM0209","WK020904"
"BU02090407","Winssen-Buitengebied Noord",,"GM0209","BU02090407"
"BU02090408","Winssen-Buitengebied Zuid-1",,"GM0209","BU02090408"
"BU02090409","Winssen-Buitengebied Zuid-2",,"GM0209","BU02090409"
"BU02090491","Winssen-Centrum",,"GM0209","BU02090491"
"GM0375    ","Beverwijk",,"GM0375","GM0375"
"WK037500  ","Centrum",,"GM0375","WK037500"
"BU03750000","Wijkertoren",,"GM0375","BU03750000"
"BU03750001","Meerplein",,"GM0375","BU03750001"
"BU03750002","Koningstraat",,"GM0375","BU03750002"
"BU03750003","Burgerhartstraat",,"GM0375","BU03750003"
"BU03750004","Sint Aagtendorp",,"GM0375","BU03750004"
"BU03750005","Reguliersstraat",,"GM0375","BU03750005"
"WK037501  ","Vondelkwartier",,"GM0375","WK037501"
"BU03750100","Vondellaan",,"GM0375","BU03750100"
"BU03750101","Ronde Boogaard",,"GM0375","BU03750101"
"BU03750102","Westerhout",,"GM0375","BU03750102"
"WK037502  ","Oranjebuurt",,"GM0375","WK037502"
"BU03750200","Oranjebuurt",,"GM0375","BU03750200"
"BU03750201","Oud Sportpark",,"GM0375","BU03750201"
"BU03750202","Beijnes",,"GM0375","BU03750202"
"WK037503  ","Kuenenkwartier",,"GM0375","WK037503"
"BU03750300","Plantage",,"GM0375","BU03750300"
"BU03750301","Oostertuinen",,"GM0375","BU03750301"
"BU03750302","Kuenenplein",,"GM0375","BU03750302"
"BU03750303","De Naald",,"GM0375","BU03750303"
"WK037504  ","Warande",,"GM0375","WK037504"
"BU03750400","Warande",,"GM0375","BU03750400"
"BU03750401","De Horn",,"GM0375","BU03750401"
"WK037505  ","Noordwestelijk tuinbouwgebied",,"GM0375","WK037505"
"BU03750500","Westertuinen",,"GM0375","BU03750500"
"BU03750501","Creutzberglaan",,"GM0375","BU03750501"
"BU03750502","Binnenduin",,"GM0375","BU03750502"
"WK037506  ","Oosterwijk en Zwaansmeer",,"GM0375","WK037506"
"BU03750600","Oosterwijk",,"GM0375","BU03750600"
"BU03750601","Zwaansmeer",,"GM0375","BU03750601"
"WK037507  ","Meerestein",,"GM0375","WK037507"
"BU03750700","Bleriotlaan",,"GM0375","BU03750700"
"BU03750701","Fokkerlaan",,"GM0375","BU03750701"
"BU03750702","Wijkerbaan",,"GM0375","BU03750702"
"BU03750703","Overbos",,"GM0375","BU03750703"
"WK037508  ","Wijk aan Zee",,"GM0375","WK037508"
"BU03750800","Wijk aan Zee",,"GM0375","BU03750800"
"BU03750801","Industriegebied Hoogovens",,"GM0375","BU03750801"
"WK037509  ","de Pijp en Wijkerbroek",,"GM0375","WK037509"
"BU03750900","De Pijp",,"GM0375","BU03750900"
"BU03750901","Kagerweg",,"GM0375","BU03750901"
"BU03750902","Wijkerbroek",,"GM0375","BU03750902"
"WK037510  ","Broekpolder",,"GM0375","WK037510"
"BU03751000","Lanen",,"GM0375","BU03751000"
"BU03751001","De Ladder Noord",,"GM0375","BU03751001"
"BU03751002","De Ladder Zuid",,"GM0375","BU03751002"
"BU03751003","Waterwijk",,"GM0375","BU03751003"
"GM0063    ","het Bildt",,"GM0063","GM0063"
"WK006300  ","Wijk 00 West",,"GM0063","WK006300"
"BU00630000","Sint Annaparochie",,"GM0063","BU00630000"
"BU00630001","Oude Bildtdijk Sint Annaparochie",,"GM0063","BU00630001"
"BU00630002","Nieuwe Bildtdijk Sint Annaparochie",,"GM0063","BU00630002"
"BU00630003","Nij Altoenae",,"GM0063","BU00630003"
"BU00630004","Sint Jacobiparochie",,"GM0063","BU00630004"
"BU00630005","Oude Bildtdijk Sint Jacobiparochie",,"GM0063","BU00630005"
"BU00630008","Verspreide huizen Sint Annaparochie",,"GM0063","BU00630008"
"BU00630009","Verspreide huizen Sint Jacobiparochie",,"GM0063","BU00630009"
"WK006301  ","Wijk 01 Oost",,"GM0063","WK006301"
"BU00630100","Vrouwenparochie",,"GM0063","BU00630100"
"BU00630101","Oude Bildtzijl",,"GM0063","BU00630101"
"BU00630102","Oude Bildtdijk Oude Bildtzijl",,"GM0063","BU00630102"
"BU00630103","Nieuwe Bildtzijl en Nieuwe Bildtdijk",,"GM0063","BU00630103"
"BU00630108","Verspreide huizen Vrouwenparochie",,"GM0063","BU00630108"
"BU00630109","Verspreide huizen Oude Bildtzijl",,"GM0063","BU00630109"
"WK006302  ","Wijk 02 Zuid",,"GM0063","WK006302"
"BU00630200","Minnertsga",,"GM0063","BU00630200"
"BU00630201","Verspreide huizen Minnertsga",,"GM0063","BU00630201"
"GM0310    ","De Bilt",,"GM0310","GM0310"
"WK031000  ","Wijk 00 De Bilt",,"GM0310","WK031000"
"BU03100001","Steinenburg",,"GM0310","BU03100001"
"BU03100002","Weltevreden",,"GM0310","BU03100002"
"BU03100008","De Bilt",,"GM0310","BU03100008"
"BU03100009","Verspreide huizen Oostbroek",,"GM0310","BU03100009"
"WK031001  ","Wijk 01 Bilthoven-Zuid",,"GM0310","WK031001"
"BU03100100","Bilthoven-Zuid",,"GM0310","BU03100100"
"WK031002  ","Wijk 02 Bilthoven-Noord",,"GM0310","WK031002"
"BU03100200","Bilthoven-Noord",,"GM0310","BU03100200"
"BU03100201","De Leyen",,"GM0310","BU03100201"
"BU03100209","Verspreide huizen",,"GM0310","BU03100209"
"WK031003  ","Wijk 03 Hollandsche Rading",,"GM0310","WK031003"
"BU03100300","Hollandsche Rading",,"GM0310","BU03100300"
"BU03100309","Verspreide huizen",,"GM0310","BU03100309"
"WK031004  ","Wijk 04 Maartensdijk",,"GM0310","WK031004"
"BU03100400","Maartensdijk",,"GM0310","BU03100400"
"BU03100401","Achterwetering",,"GM0310","BU03100401"
"BU03100402","Nieuwe-Wetering",,"GM0310","BU03100402"
"WK031005  ","Wijk 05 Groenekan",,"GM0310","WK031005"
"BU03100500","Groenekan",,"GM0310","BU03100500"
"BU03100501","Blauwkapel",,"GM0310","BU03100501"
"WK031006  ","Wijk 06 Achttienhoven-Westbroek",,"GM0310","WK031006"
"BU03100600","Achttienhoven-Westbroek",,"GM0310","BU03100600"
"GM0585    ","Binnenmaas",,"GM0585","GM0585"
"WK058500  ","Wijk 00 Heinenoord",,"GM0585","WK058500"
"BU05850000","Heinenoord",,"GM0585","BU05850000"
"BU05850001","Goidschalxoord",,"GM0585","BU05850001"
"BU05850002","Blaak",,"GM0585","BU05850002"
"BU05850003","Uitbreiding Dorp Heinenoord",,"GM0585","BU05850003"
"BU05850004","Uitbreiding Dorp na 1971",,"GM0585","BU05850004"
"BU05850009","Verspreide huizen Heinenoord",,"GM0585","BU05850009"
"WK058501  ","Wijk 01 Mijnsheerenland",,"GM0585","WK058501"
"BU05850100","Mijnsheerenland",,"GM0585","BU05850100"
"BU05850101","Westdijk",,"GM0585","BU05850101"
"BU05850102","Stougjesdijk (gedeeltelijk)",,"GM0585","BU05850102"
"BU05850103","Blaaksedijk (gedeeltelijk)",,"GM0585","BU05850103"
"BU05850104","Uitbreiding Dorp",,"GM0585","BU05850104"
"BU05850108","Verspr.h. Westmaas-Nieuwlandse polder","Verspreide huizen Westmaas-Nieuwlandse polder","GM0585","BU05850108"
"BU05850109","Verspreide huizen Moerkerken",,"GM0585","BU05850109"
"WK058502  ","Wijk 02 Westmaas",,"GM0585","WK058502"
"BU05850200","Westmaas",,"GM0585","BU05850200"
"BU05850201","Greup",,"GM0585","BU05850201"
"BU05850202","Grote Riethure",,"GM0585","BU05850202"
"BU05850208","Verspreide huizen polder Munnikenland",,"GM0585","BU05850208"
"BU05850209","Verspreide huizen in het Westen",,"GM0585","BU05850209"
"WK058503  ","Wijk 03 Maasdam",,"GM0585","WK058503"
"BU05850300","Maasdam",,"GM0585","BU05850300"
"BU05850301","Cillaarshoek (gedeeltelijk)",,"GM0585","BU05850301"
"BU05850302","Sint Anthoniepolder",,"GM0585","BU05850302"
